3.630000000000000000e+03 0.000000000000000000e+00
3.655000000000000000e+03 3.000000142492353916e-04
3.680000000000000000e+03 7.999999797903001308e-04
3.705000000000000000e+03 1.300000003539025784e-03
3.730000000000000000e+03 1.900000032037496567e-03
3.755000000000000000e+03 2.400000113993883133e-03
3.780000000000000000e+03 3.400000045076012611e-03
3.805000000000000000e+03 5.499999970197677612e-03
3.830000000000000000e+03 1.030000019818544388e-02
3.855000000000000000e+03 1.940000057220458984e-02
3.880000000000000000e+03 3.260000050067901611e-02
3.905000000000000000e+03 4.919999837875366211e-02
3.930000000000000000e+03 6.859999895095825195e-02
3.955000000000000000e+03 9.000000357627868652e-02
3.980000000000000000e+03 1.123000010848045349e-01
4.005000000000000000e+03 1.342000067234039307e-01
4.030000000000000000e+03 1.544999927282333374e-01
4.055000000000000000e+03 1.721999943256378174e-01
4.080000000000000000e+03 1.872999966144561768e-01
4.105000000000000000e+03 2.002999931573867798e-01
4.130000000000000000e+03 2.116000056266784668e-01
4.155000000000000000e+03 2.213999927043914795e-01
4.180000000000000000e+03 2.301000058650970459e-01
4.205000000000000000e+03 2.378000020980834961e-01
4.230000000000000000e+03 2.448000013828277588e-01
4.255000000000000000e+03 2.513000071048736572e-01
4.280000000000000000e+03 2.574000060558319092e-01
4.305000000000000000e+03 2.633000016212463379e-01
4.330000000000000000e+03 2.691000103950500488e-01
4.355000000000000000e+03 2.746999859809875488e-01
4.380000000000000000e+03 2.800999879837036133e-01
4.405000000000000000e+03 2.851999998092651367e-01
4.430000000000000000e+03 2.899000048637390137e-01
4.455000000000000000e+03 2.939999997615814209e-01
4.480000000000000000e+03 2.978999912738800049e-01
4.505000000000000000e+03 3.016000092029571533e-01
4.530000000000000000e+03 3.055000007152557373e-01
4.555000000000000000e+03 3.097000122070312500e-01
4.580000000000000000e+03 3.140999972820281982e-01
4.605000000000000000e+03 3.183999955654144287e-01
4.630000000000000000e+03 3.224000036716461182e-01
4.655000000000000000e+03 3.257000148296356201e-01
4.680000000000000000e+03 3.283999860286712646e-01
4.705000000000000000e+03 3.307000100612640381e-01
4.730000000000000000e+03 3.327000141143798828e-01
4.755000000000000000e+03 3.346000015735626221e-01
4.780000000000000000e+03 3.364000022411346436e-01
4.805000000000000000e+03 3.382999897003173828e-01
4.830000000000000000e+03 3.402999937534332275e-01
4.855000000000000000e+03 3.425000011920928955e-01
4.880000000000000000e+03 3.447999954223632812e-01
4.905000000000000000e+03 3.472000062465667725e-01
4.930000000000000000e+03 3.495000004768371582e-01
4.955000000000000000e+03 3.519000113010406494e-01
4.980000000000000000e+03 3.540999889373779297e-01
5.005000000000000000e+03 3.562000095844268799e-01
5.030000000000000000e+03 3.580999970436096191e-01
5.055000000000000000e+03 3.596999943256378174e-01
5.080000000000000000e+03 3.609000146389007568e-01
5.105000000000000000e+03 3.612999916076660156e-01
5.130000000000000000e+03 3.609000146389007568e-01
5.155000000000000000e+03 3.594999909400939941e-01
5.180000000000000000e+03 3.580999970436096191e-01
5.205000000000000000e+03 3.558000028133392334e-01
5.230000000000000000e+03 3.452000021934509277e-01
5.255000000000000000e+03 3.194000124931335449e-01
5.280000000000000000e+03 2.806999981403350830e-01
5.305000000000000000e+03 2.338999956846237183e-01
5.330000000000000000e+03 1.838999986648559570e-01
5.355000000000000000e+03 1.351999938488006592e-01
5.380000000000000000e+03 9.109999984502792358e-02
5.405000000000000000e+03 5.480000004172325134e-02
5.430000000000000000e+03 2.950000017881393433e-02
5.455000000000000000e+03 1.659999974071979523e-02
5.480000000000000000e+03 1.119999960064888000e-02
5.505000000000000000e+03 7.699999958276748657e-03
5.530000000000000000e+03 4.999999888241291046e-03
5.555000000000000000e+03 3.199999919161200523e-03
5.580000000000000000e+03 2.099999925121665001e-03
5.605000000000000000e+03 1.500000013038516045e-03
5.630000000000000000e+03 1.200000056996941566e-03
5.655000000000000000e+03 1.000000047497451305e-03
5.680000000000000000e+03 8.999999845400452614e-04
5.705000000000000000e+03 7.999999797903001308e-04
5.730000000000000000e+03 6.000000284984707832e-04
5.755000000000000000e+03 5.000000237487256527e-04
5.780000000000000000e+03 3.000000142492353916e-04
5.805000000000000000e+03 9.999999747378751636e-05
5.830000000000000000e+03 0.000000000000000000e+00
